time,latitude,longitude,depth,mag,mag_type,net,string_id,place,horizontal_error,mag_error,mag_nst,location_source
2022-06-15T19:07:55.900Z,35.675,-117.423,7.02,2.25,ml,ci,ci40040767,"10km S of Searles Valley, CA",0.15,0.1,22,ci
2022-06-15T19:05:20.990Z,49.11633333,-122.1276667,2.94,1.53,ml,uw,uw61851956,"11 km NE of Abbotsford, Canada",0.58,0.232769661,4,uw
2022-06-15T18:53:04.580Z,35.6231651,-120.8248367,6.71,1.77,md,nc,nc73745771,"13km SSE of Lake Nacimiento, CA",1.1,0.15,9,nc
2022-06-15T18:44:55.236Z,61.297,-150.3551,50.3,1,ml,ak,ak0227mu6ymr,"21 km WSW of Point MacKenzie, Alaska",,,,ak
2022-06-15T18:41:04.362Z,62.2292,-150.1755,3.7,1.3,ml,ak,ak0227mu67k4,"10 km SSE of Trapper Creek, Alaska",,,,ak
2022-06-15T18:15:21.770Z,34.0015,-117.2148333,11.01,1.01,ml,ci,ci40040751,"7km SSW of Redlands, CA",0.31,0.303,3,ci
2022-06-15T18:13:32.820Z,19.22016667,-155.5393333,0.74,2.3,ml,hv,hv73044817,"6 km WNW of Pāhala, Hawaii",0.24,0.165320048,14,hv
2022-06-15T18:12:50.113Z,31.66652665,-104.3165103,6.74855957,2,ml,tx,tx2022lqwb,"56 km S of Whites City, New Mexico",1.239640447,0.2,9,tx
2022-06-15T18:12:50.049Z,31.65547796,-104.31965,6.902807617,2.2,ml,tx,tx2022lqwa,western Texas,0.804759084,0.2,14,tx
2022-06-15T18:07:51.140Z,26.5182,54.2165,10,4,mb,us,us7000hhl5,"20 km ESE of Kīsh, Iran",10.5,0.163,10,us
2022-06-15T18:00:00.130Z,19.1439991,-155.4981689,34,1.72000003,md,hv,hv73044802,"6 km SSW of Pāhala, Hawaii",1.17,0.74000001,3,hv
2022-06-15T17:48:36.940Z,36.1205,-117.8375,1.87,1.32,ml,ci,ci40040743,"13km NE of Coso Junction, CA",0.21,0.108,11,ci
2022-06-15T17:29:43.624Z,38.5636,-117.4087,14.1,1.1,ml,nn,nn00840977,"56 km SE of Gabbs, Nevada",,0.09,2,nn
2022-06-15T17:20:29.340Z,19.14583397,-155.4723358,33.79999924,1.95000005,md,hv,hv73044732,"6 km S of Pāhala, Hawaii",0.86,1.17999995,8,hv
2022-06-15T17:12:43.190Z,38.5901667,-112.1831667,12.23,1.21,ml,uu,uu60501947,"4 km SE of Joseph, Utah",0.86,0.317,2,uu
2022-06-15T17:08:15.790Z,36.4729996,-121.0475006,6.53,1.9,md,nc,nc73745751,"11km SE of Pinnacles, CA",0.45,0.11,16,nc
2022-06-15T17:01:41.080Z,39.4698333,-123.3081667,8.46,1.22,md,nc,nc73745746,"7km ENE of Brooktrails, CA",0.3,0.16,11,nc
2022-06-15T16:51:04.000Z,38.795166,-122.7581635,2.15,1.77,md,nc,nc73745736,"2km N of The Geysers, CA",1.28,0.92,2,nc
2022-06-15T16:16:22.480Z,38.8278351,-122.7998352,2.05,0.95,md,nc,nc73745716,"7km W of Cobb, CA",0.19,0.06,4,nc
2022-06-15T16:02:10.060Z,43.5288333,-110.3935,6.91,2.53,ml,mb,mb80548834,"21 km ESE of Kelly, Wyoming",0.65,0.223,16,mb
2022-06-15T16:01:25.240Z,34.0011667,-117.2176667,10.62,1.06,ml,ci,ci40040711,"7km SE of Loma Linda, CA",0.29,0.105,11,ci
2022-06-15T16:01:23.180Z,33.9966667,-117.2178333,10.77,1.07,ml,ci,ci40040703,"7km SE of Loma Linda, CA",0.2,0.123,26,ci
2022-06-15T15:51:41.560Z,19.14033333,-155.477,33.27,2.65,ml,hv,hv73044677,"6 km S of Pāhala, Hawaii",0.43,0.151651916,14,hv
2022-06-15T15:51:03.990Z,19.12316667,-155.4783333,32.56,1.69,md,hv,hv73044672,"8 km S of Pāhala, Hawaii",0.68,0.139957264,10,hv
2022-06-15T15:37:33.250Z,19.3085,-65.1301,56,3.93,md,pr,pr2022166000,"109 km N of Charlotte Amalie, U.S. Virgin Islands",3.52,0.08,10,pr
2022-06-15T15:22:24.483Z,63.1718,-149.1891,71,2.5,ml,ak,ak0227ms9vnu,"27 km SSW of Cantwell, Alaska",,,,ak
2022-06-15T15:20:11.630Z,37.6558333,-118.9138333,-0.36,1.05,md,nc,nc73745701,"6km ENE of Mammoth Lakes, CA",0.83,0.395,6,nc
2022-06-15T15:11:52.079Z,38.192,-117.8783,7.6,1.8,ml,nn,nn00840930,"29 km SE of Mina, Nevada",,0.22,9,nn
2022-06-15T15:05:19.330Z,36.5788333,-121.047,6.89,1.78,md,nc,nc73745686,"10km ENE of Pinnacles, CA",0.37,0.186,30,nc
2022-06-15T14:58:52.900Z,19.21316719,-155.4013367,31.75,2.01,ml,hv,hv73044632,"8 km E of Pāhala, Hawaii",0.69,5.32,3,hv
2022-06-15T14:56:11.590Z,33.9955,-117.2163333,11.04,1.73,ml,ci,ci40040679,"7km SE of Loma Linda, CA",0.11,0.194,31,ci
2022-06-15T14:56:01.550Z,33.9998333,-117.2161667,10.92,1.3,ml,ci,ci40040663,"7km SE of Loma Linda, CA",0.17,0.167,18,ci
2022-06-15T14:53:46.340Z,33.9955,-117.2163333,10.86,1.51,ml,ci,ci40040655,"7km SE of Loma Linda, CA",0.13,0.21,24,ci
2022-06-15T14:53:21.580Z,33.9968333,-117.2166667,10.96,1.68,ml,ci,ci40040639,"7km SE of Loma Linda, CA",0.1,0.133,33,ci
2022-06-15T14:23:14.084Z,60.0855,-140.1072,0,2.6,ml,ak,ak0227mron00,"63 km NNW of Yakutat, Alaska",,,,ak
2022-06-15T14:22:25.920Z,33.9988333,-117.2143333,10.72,1.07,ml,ci,ci40040607,"7km SSW of Redlands, CA",0.17,0.236,15,ci
2022-06-15T14:17:16.102Z,65.3966,-153.4709,0,1,ml,ak,ak0227mrncuy,"69 km WNW of Tanana, Alaska",,,,ak
2022-06-15T14:05:09.980Z,34.136,-117.4216667,5.19,1.14,ml,ci,ci40040583,"5km NE of Fontana, CA",0.2,0.07,16,ci
2022-06-15T14:03:25.260Z,38.0200005,-122.1484985,0.5,1.23,md,nc,nc73745661,"1km W of Martinez, CA",0.33,0.25,6,nc
2022-06-15T14:02:27.490Z,38.0205002,-122.1453323,8.02,1.91,md,nc,nc73745656,"1km W of Martinez, CA",0.29,0.12,21,nc
2022-06-15T14:01:29.131Z,44.5851,-129.9916,10,4.2,mb,us,us7000hhj9,off the coast of Oregon,11,0.046,133,us
2022-06-15T13:57:10.002Z,44.6348,-129.6167,10,3.8,mb,us,us7000hhj7,off the coast of Oregon,5.8,0.147,12,us
2022-06-15T13:53:26.590Z,54.5605,-163.3125,10.77,1.25,ml,av,av91063098,"33 km S of False Pass, Alaska",0.94,0.179429315,9,av
2022-06-15T13:52:21.250Z,19.19499969,-155.335495,42.13000107,2.1099999,md,hv,hv73044587,"15 km E of Pāhala, Hawaii",0.59,1.04999995,3,hv
2022-06-15T13:41:59.740Z,36.449,-117.9823333,6.84,1.55,ml,ci,ci40040543,"17km SSE of Lone Pine, CA",0.22,0.185,11,ci
2022-06-15T13:33:15.880Z,17.89316667,-66.887,5.31,2.01,md,pr,pr71354233,"8 km SSE of Guánica, Puerto Rico",2.92,0.215276249,3,pr
2022-06-15T13:25:25.096Z,44.5354,-129.9744,10,4.1,mb,us,us7000hhj0,off the coast of Oregon,7.1,0.089,34,us
2022-06-15T13:18:41.865Z,44.5193,-130.1263,10,4.3,mb,us,us7000hhiy,off the coast of Oregon,5.3,0.043,156,us
2022-06-15T13:16:27.042Z,68.8328,-147.5763,0,1.6,ml,ak,ak0227mr1qds,"114 km NW of Arctic Village, Alaska",,,,ak
2022-06-15T13:05:37.046Z,58.1662,-153.9231,66,1.5,ml,ak,ak0227mqzea0,"60 km W of Aleneva, Alaska",,,,ak
2022-06-15T12:52:19.726Z,58.8362,-156.5833,28.5,1.3,ml,ak,ak0227mqnzzo,Alaska Peninsula,,,,ak
2022-06-15T12:51:14.890Z,37.6378333,-122.464,10.27,1.04,md,nc,nc73745641,"3km NE of Pacifica, CA",0.3,0.289,14,nc
2022-06-15T12:50:17.642Z,44.6174,-129.8205,10,4.3,mb,us,us7000hhir,off the coast of Oregon,11.7,0.068,61,us
2022-06-15T12:36:52.279Z,61.7849,-141.5281,4,1.2,ml,ak,ak0227mqkn1n,"83 km ENE of McCarthy, Alaska",,,,ak
2022-06-15T12:32:00.520Z,46.9003333,-112.4688333,12.93,0.99,ml,mb,mb80548809,"17 km ESE of Lincoln, Montana",1.47,0.022,3,mb
2022-06-15T12:27:55.557Z,64.8249,-146.855,10.2,1.1,ml,ak,ak0227mqipur,"6 km S of Pleasant Valley, Alaska",,,,ak
2022-06-15T12:12:01.576Z,39.0521,-118.1616,11,1.7,ml,nn,nn00840975,"29 km NW of Gabbs, Nevada",,0,1,nn
2022-06-15T12:07:35.480Z,53.85183333,-166.6413333,8.99,1.01,ml,av,av91599941,"7 km WSW of Unalaska, Alaska",0.33,0.347190643,7,av
2022-06-15T12:01:28.880Z,37.2887,-117.5813,5.2,1.8,ml,nn,nn00840928,"51 km S of Silver Peak, Nevada",,0.97,16,nn
2022-06-15T11:56:32.639Z,44.4743,-130.2121,10,5.6,mww,us,us7000hhik,off the coast of Oregon,3.9,0.03,105,us
2022-06-15T11:53:46.940Z,37.298,-122.189,3.81,1.44,md,nc,nc73745631,"10km SW of Loyola, CA",0.23,0.171,21,nc
2022-06-15T11:53:01.823Z,44.484,-129.9317,10,4,mb,us,us7000hhii,off the coast of Oregon,9.1,0.122,18,us
2022-06-15T11:51:48.671Z,44.6184,-129.8462,10,4.2,mb,us,us7000hhih,off the coast of Oregon,11.7,0.066,64,us
2022-06-15T11:50:32.335Z,26.5228,54.1364,10,4.4,mb,us,us7000hhij,"12 km ESE of Kīsh, Iran",8.1,0.095,32,us
2022-06-15T11:47:42.780Z,37.7971649,-121.9568329,17.97,1.33,md,nc,nc73745626,"3km NE of San Ramon, CA",0.64,0.16,5,nc
2022-06-15T11:42:45.240Z,37.2971667,-122.1881667,3.7,1.33,md,nc,nc73745621,"10km SW of Loyola, CA",0.2,0.071,18,nc
2022-06-15T11:22:33.287Z,0.4767,123.5635,248.79,4.3,mb,us,us7000hhig,"56 km E of Gorontalo, Indonesia",9.8,0.129,17,us
2022-06-15T11:09:50.946Z,63.231,-151.7353,4.8,1.5,ml,ak,ak0227mptf06,"34 km S of Denali National Park, Alaska",,,,ak
2022-06-15T11:02:53.060Z,38.8073349,-122.7551651,0.8,1.13,md,nc,nc73745616,"3km WSW of Cobb, CA",0.24,0.14,5,nc
2022-06-15T10:47:25.988Z,38.2547,-118.3565,9.1,1,ml,nn,nn00840973,"26 km SW of Mina, Nevada",,0.21,6,nn
2022-06-15T10:40:19.380Z,19.16466713,-155.5011597,31.95000076,1.78999996,md,hv,hv73044472,"Island of Hawaii, Hawaii",0.96,0.610000014,7,hv
2022-06-15T10:36:27.940Z,38.7953333,-122.8158333,2.86,1.38,md,nc,nc73745606,"6km WNW of The Geysers, CA",0.16,0.079,11,nc
2022-06-15T10:30:28.399Z,37.2907,-117.5799,5,1.5,ml,nn,nn00840919,"51 km S of Silver Peak, Nevada",,0.95,12,nn
2022-06-15T10:12:59.910Z,33.996,-117.216,11.28,1.09,ml,ci,ci40040503,"7km SE of Loma Linda, CA",0.14,0.101,38,ci
2022-06-15T10:01:54.356Z,65.3208,-144.8766,2.5,1.2,ml,ak,ak0227mp69xn,"28 km S of Central, Alaska",,,,ak
2022-06-15T09:54:08.114Z,44.5822,-129.6317,10,3.8,mb,us,us7000hhi7,off the coast of Oregon,11.6,0.207,6,us
2022-06-15T09:52:01.116Z,62.1957,-153.248,0,1.6,ml,ak,ak0227movnqn,"99 km WNW of Skwentna, Alaska",,,,ak
2022-06-15T09:48:31.650Z,37.7411667,-122.1425,3.24,1.35,md,nc,nc73745596,"2km NNE of San Leandro, CA",0.15,0.375,21,nc
2022-06-15T09:47:23.900Z,32.9606667,-80.1873333,7.31,0.96,md,se,se60153443,"4 km SSW of Centerville, South Carolina",0.46,0.044,4,se
2022-06-15T09:45:05.239Z,32.21282959,-103.1010623,5.404500326,2.6,ml,tx,tx2022lqfh,"14 km NE of Jal, New Mexico",1.474397607,0.1,7,tx
2022-06-15T09:42:25.050Z,37.7351667,-122.0618333,7.54,1.19,md,nc,nc73745586,"5km NNE of Castro Valley, CA",0.23,0.314,21,nc
2022-06-15T09:37:48.553Z,26.4939,54.1159,10,4.1,mb,us,us7000hhi3,"11 km SE of Kīsh, Iran",9.3,0.109,23,us
2022-06-15T09:37:35.190Z,36.5793343,-121.0390015,7.44,1.84,md,nc,nc73745581,"11km ENE of Pinnacles, CA",0.49,0.13,15,nc
2022-06-15T09:31:12.370Z,61.0998,-151.2305,67.1,1.1,ml,ak,ak0227mor6kl,"6 km NW of Tyonek, Alaska",,,,ak
2022-06-15T09:26:29.896Z,62.9248,-151.192,7,1.8,ml,ak,ak0227moq5cd,"52 km NNW of Petersville, Alaska",,,,ak
2022-06-15T09:22:39.190Z,38.7943333,-122.7466667,2.18,1.35,md,nc,nc73745576,"2km NNE of The Geysers, CA",0.19,0.101,11,nc
2022-06-15T08:53:18.630Z,59.9685,-140.2314,0,2.1,ml,ak,ak0227moah7b,"54 km NNW of Yakutat, Alaska",,,,ak
2022-06-15T08:46:57.970Z,36.2163333,-91.2145,9.59,1.94,md,nm,nm60153343,"3 km ESE of Ravenden, Arkansas",0.54,0.016,5,nm
2022-06-15T08:30:00.670Z,19.19783401,-155.3834991,32.97999954,2.43,ml,hv,hv73044427,"10 km E of Pāhala, Hawaii",0.71,3.68,6,hv
2022-06-15T08:29:33.470Z,19.12116623,-155.473999,32,2.33,ml,hv,hv73044422,"9 km S of Pāhala, Hawaii",1.02,4.15,5,hv
2022-06-15T08:04:35.930Z,47.4811667,-115.7891667,0.02,1.92,ml,mb,mb80548774,"1 km NE of Mullan, Idaho",0.49,0.147,8,mb
2022-06-15T07:57:27.214Z,56.9206,-154.7498,0,1.8,ml,ak,ak0227mnpx4h,"35 km W of Akhiok, Alaska",,,,ak
2022-06-15T07:50:26.440Z,19.1938324,-155.420166,32.77999878,1.79999995,md,hv,hv73044412,"6 km E of Pāhala, Hawaii",0.67,0.970000029,12,hv
2022-06-15T07:33:21.984Z,63.1743,-152.4417,0,1.3,ml,ak,ak0227mnkrja,"54 km SW of Denali National Park, Alaska",,,,ak
2022-06-15T07:28:08.374Z,40.3753,-119.6883,10.4,1,ml,nn,nn00840965,"36 km SW of Empire, Nevada",,0.26,5,nn
2022-06-15T07:26:54.002Z,32.82440186,-100.9445265,5.25777181,2.5,ml,tx,tx2022lqat,"12 km NNW of Snyder, Texas",1.416266844,0.1,6,tx
2022-06-15T07:26:53.704Z,32.81707764,-100.9252334,7.458699544,2.5,ml,tx,tx2022lqau,"11 km N of Snyder, Texas",1.62562995,0.1,7,tx
2022-06-15T07:14:53.296Z,32.83172607,-100.9316644,4.524129232,3,ml,tx,tx2022lqaj,"12 km N of Snyder, Texas",0.815386561,0.1,13,tx
2022-06-15T06:57:30.876Z,62.8636,-151.0858,27.1,1.3,ml,ak,ak0227mn4hsv,"44 km NNW of Petersville, Alaska",,,,ak
2022-06-15T06:56:30.590Z,18.592,-66.72683333,24.61,2.26,md,pr,pr71354223,"13 km N of Arecibo, Puerto Rico",1.19,0.098369512,5,pr
2022-06-15T06:48:54.090Z,26.6526,54.2431,10,4.9,mb,us,us7000hhhk,southern Iran,8,0.055,102,us
2022-06-15T06:23:47.792Z,31.64559261,-104.5264935,6.877099609,2.7,ml,tx,tx2022lpyr,"60 km SSW of Whites City, New Mexico",1.988143333,0.1,7,tx
2022-06-15T06:22:04.590Z,18.16016667,-67.2585,22.32,2.69,md,pr,pr71354218,"12 km NW of Puerto Real, Puerto Rico",0.42,0.01477038,9,pr
2022-06-15T06:09:05.030Z,17.9995,-66.7765,11.5,2.23,md,pr,pr71354208,"2 km SSW of Magas Arriba, Puerto Rico",0.51,0.221829561,8,pr
2022-06-15T06:06:03.165Z,26.6859,54.1869,10,5.5,mww,us,us7000hhhc,"21 km NE of Kīsh, Iran",7.2,0.061,26,us
2022-06-15T06:04:39.664Z,26.674,54.1822,10,4.7,mb,us,us7000hhhb,"20 km NE of Kīsh, Iran",7.8,0.06,85,us
2022-06-15T05:59:21.953Z,26.6363,54.2647,10,4.6,mb,us,us7000hhha,"25 km ENE of Kīsh, Iran",8.5,0.073,55,us
2022-06-15T05:55:01.691Z,26.5607,54.1625,10,4.7,mb,us,us7000hhh9,"14 km E of Kīsh, Iran",8,0.066,70,us
2022-06-15T05:50:53.460Z,33.2688333,-115.988,7.24,1.19,ml,ci,ci40040439,"4km SW of Salton City, CA",0.2,0.191,27,ci
2022-06-15T05:30:02.253Z,62.0562,-150.8871,2.7,1.5,ml,ak,ak0227mmd7nl,"27 km ENE of Skwentna, Alaska",,,,ak
2022-06-15T05:04:56.011Z,38.1436,-117.99,10.7,1.4,ml,nn,nn00840912,"29 km SSE of Mina, Nevada",,0.11,8,nn
2022-06-15T04:53:15.310Z,35.962,-120.5105,2.17,1.11,md,nc,nc73745546,"10km NW of Parkfield, CA",0.18,0.239,17,nc
2022-06-15T04:39:26.708Z,61.5081,-149.9793,26.1,1.6,ml,ak,ak0227mltrdq,"1 km SW of Big Lake, Alaska",,,,ak
2022-06-15T04:31:06.300Z,19.68283333,-155.168,43.55,2.48,ml,hv,hv73044292,"9 km WSW of Hilo, Hawaii",0.45,0.076782371,11,hv
2022-06-15T04:18:19.020Z,19.14183426,-155.4859924,33.22000122,2.27,ml,hv,hv73044277,"6 km S of Pāhala, Hawaii",0.95,3.77,6,hv
2022-06-15T04:18:00.580Z,17.93033333,-66.85916667,15.72,2.26,md,pr,pr71354198,"6 km SSE of Maria Antonia, Puerto Rico",0.65,0.118519298,5,pr
2022-06-15T03:58:09.710Z,59.2208,-153.7104,106.3,1.5,ml,ak,ak0227mlcd2j,"58 km SE of Pope-Vannoy Landing, Alaska",,,,ak
2022-06-15T03:53:38.900Z,35.9873333,-117.4091667,1.09,1.08,ml,ci,ci40040415,"24km N of Searles Valley, CA",0.17,0.195,8,ci
2022-06-15T03:43:36.756Z,58.3213,-153.7228,59.1,3.1,ml,ak,ak0227ml97fl,"55 km WNW of Aleneva, Alaska",,,,ak
2022-06-15T03:31:16.037Z,59.6369,-152.1843,61.1,1.4,ml,ak,ak0227ml6l83,"25 km SW of Anchor Point, Alaska",,,,ak
2022-06-15T03:17:21.490Z,19.41933333,-155.2725,3.59,2,md,hv,hv72000428,"4 km WSW of Volcano, Hawaii",0.36,0.006488197,4,hv
2022-06-15T03:04:59.600Z,19.41816667,-155.2488333,6.2,1.29,ml,hv,hv72000423,"3 km SSW of Volcano, Hawaii",0.52,,1,hv
2022-06-15T02:54:06.910Z,35.693,-117.4638333,4.61,1.27,ml,ci,ci40040391,"10km SSW of Searles Valley, CA",0.15,0.197,17,ci
2022-06-15T02:53:37.340Z,37.5631667,-118.8635,3.67,1.05,md,nc,nc73745521,"13km SE of Mammoth Lakes, CA",0.36,0.1,16,nc
2022-06-15T02:52:45.850Z,35.11183333,-95.53666667,6.16,1.41,ml,ok,ok2022lprs,"12 km E of Crowder, Oklahoma",,0.14,12,ok
2022-06-15T02:35:41.969Z,31.66605877,-104.493332,8.008251953,2,ml,tx,tx2022lprd,"57 km S of Whites City, New Mexico",1.215696596,0.2,13,tx
2022-06-15T02:26:43.520Z,38.5568333,-119.5095,4.91,1.94,md,nc,nc73745516,"5km NNW of Walker, CA",0.34,0.131,11,nc
2022-06-15T02:21:11.066Z,61.1673,-151.1804,59.4,2.2,ml,ak,ak0227mkj02q,"6 km WNW of Beluga, Alaska",,,,ak
2022-06-15T02:18:33.050Z,35.9876667,-117.4081667,0.72,3.24,ml,ci,ci40040359,"24km N of Searles Valley, CA",0.16,0.125,91,ci
2022-06-15T02:16:40.640Z,18.20716667,-66.76116667,97.61,2.71,md,pr,pr71354183,"6 km NW of Adjuntas, Puerto Rico",16.78,0.161468761,3,pr
2022-06-15T02:15:49.180Z,31.64822747,-104.4135028,7.699755859,2.2,ml,tx,tx2022lpqm,"58 km S of Whites City, New Mexico",1.609236087,0.2,7,tx
2022-06-15T02:12:50.821Z,60.1165,-152.784,89.9,1,ml,ak,ak0227mkh5p6,"61 km WNW of Happy Valley, Alaska",,,,ak
2022-06-15T02:08:01.958Z,-20.4174,-69.0345,105.86,4.2,mb,us,us7000hhgk,"118 km E of Iquique, Chile",3.7,0.167,10,us
2022-06-15T02:05:04.280Z,38.840168,-122.8101654,2.08,0.97,md,nc,nc73745501,"8km WNW of Cobb, CA",0.32,0.61,2,nc
2022-06-15T01:37:47.470Z,35.8196667,-117.6391667,8.93,0.97,ml,ci,ci40040335,"22km WNW of Searles Valley, CA",0.23,0.204,6,ci
2022-06-15T01:19:05.849Z,38.4869,-117.9308,0.5,1.5,ml,nn,nn00840901,"18 km NE of Mina, Nevada",,0.43,6,nn
2022-06-15T01:11:10.612Z,63.0072,-150.6796,107.7,1.3,ml,ak,ak0227mjvf9x,"57 km N of Petersville, Alaska",,,,ak
2022-06-15T00:56:14.670Z,19.15283394,-155.4649963,32.20000076,1.83000004,md,hv,hv73044132,"5 km SSE of Pāhala, Hawaii",0.69,0.910000026,8,hv
2022-06-15T00:51:38.759Z,61.8395,-150.0304,44.9,1.2,ml,ak,ak0227mjimhf,"10 km N of Willow, Alaska",,,,ak
2022-06-15T00:51:27.270Z,17.9785,-66.75833333,12.34,2.48,md,pr,pr71354173,"4 km SSE of Magas Arriba, Puerto Rico",0.57,0.173992905,7,pr
2022-06-15T00:47:38.490Z,19.19216667,-155.4108333,33.4,2.54,ml,hv,hv73044122,"7 km E of Pāhala, Hawaii",0.5,0.200114531,15,hv
2022-06-15T00:16:54.730Z,38.7871666,-122.7681656,2.04,1.18,md,nc,nc73745461,"2km NW of The Geysers, CA",0.22,0.05,7,nc
2022-06-14T23:43:42.600Z,38.8408318,-122.8246689,1.52,1.11,md,nc,nc73745436,"9km WNW of Cobb, CA",0.24,0.16,4,nc
2022-06-14T23:40:21.140Z,17.9415,-66.7705,6.66,2.39,md,pr,pr71354143,"7 km SE of Indios, Puerto Rico",0.75,0.122351896,6,pr
2022-06-14T23:33:41.700Z,17.91983333,-66.77716667,6.97,3.2,md,pr,pr71354133,"9 km SSE of Indios, Puerto Rico",0.42,0.069117841,16,pr
2022-06-14T23:29:23.623Z,63.5063,-150.884,0,1.6,ml,ak,ak0227l9jhze,"41 km E of Denali National Park, Alaska",,,,ak
2022-06-14T23:28:19.300Z,34.3148333,-116.4416667,6.34,1,ml,ci,ci40040319,"22km N of Yucca Valley, CA",0.18,0.18,11,ci
2022-06-14T23:26:26.580Z,35.0321667,-117.6765,-0.82,1.64,ml,ci,ci40040311,"4km NNW of Boron, CA",0.47,0.131,27,ci
2022-06-14T23:16:17.080Z,17.94616667,-66.96783333,17.13,1.62,md,pr,pr71354123,"6 km WSW of Guánica, Puerto Rico",2.5,0.014336574,3,pr
2022-06-14T23:08:54.463Z,31.72588034,-104.305143,7.622631836,2.1,ml,tx,tx2022lpki,"50 km S of Whites City, New Mexico",1.202308274,0,6,tx
2022-06-14T23:07:10.430Z,35.5146667,-118.386,9,1.27,ml,ci,ci40040295,"13km SE of Bodfish, CA",0.17,0.152,12,ci
2022-06-14T23:03:58.790Z,19.0106,-68.8336,10,4.11,md,pr,pr2022165001,"22 km E of Miches, Dominican Republic",1.24,0.23,29,pr
2022-06-14T22:52:46.653Z,-22.1358,-67.3112,193.86,4.7,mb,us,us7000hhfw,"125 km NE of San Pedro de Atacama, Chile",8.2,0.159,12,us
2022-06-14T22:43:00.080Z,17.9855,-66.72933333,15.81,1.54,md,pr,pr71354098,"1 km SW of Tallaboa, Puerto Rico",0.71,0.22210342,3,pr
2022-06-14T22:42:14.820Z,33.8775,-117.4971667,-0.49,1.11,ml,ci,ci40040287,"2km E of Home Gardens, CA",0.4,0.081,16,ci
2022-06-14T22:36:08.050Z,47.3876667,-112.2743333,3.24,1.06,md,mb,mb80548804,"14 km SE of Augusta, Montana",0.64,0.33,3,mb
2022-06-14T22:24:59.720Z,51.9535,-177.6256667,7.84,1.38,ml,av,av91599661,"Andreanof Islands, Aleutian Islands, Alaska",1.04,0.287344058,9,av
2022-06-14T22:17:39.670Z,-17.8132,-174.4389,83.39,4.6,mb,us,us7000hhfs,"104 km NNW of Neiafu, Tonga",14.4,0.103,28,us
2022-06-14T21:36:25.240Z,17.90333333,-66.955,9.26,2.28,md,pr,pr71354093,"9 km SSW of Guánica, Puerto Rico",1.37,0.038159104,3,pr
2022-06-14T21:35:46.790Z,34.9898333,-118.1793333,-0.82,1.38,ml,ci,ci40040239,"7km S of Mojave, CA",0.31,0.098,17,ci
2022-06-14T21:33:38.510Z,37.4275,-118.5166667,12.07,1.42,md,nc,nc73745411,"7km ENE of Round Valley, CA",0.36,0.165,12,nc
2022-06-14T21:03:30.050Z,38.7671667,-122.7365,-0.09,1.9,mh,nc,nc73745381,"2km ESE of The Geysers, CA",0.24,,0,nc
2022-06-14T20:58:29.020Z,35.1533333,-118.3933333,-0.7,1.41,ml,ci,ci40040183,"6km ENE of Tehachapi, CA",0.35,0.104,6,ci
2022-06-14T20:50:11.420Z,35.9435,-117.674,4.73,1.14,ml,ci,ci40040167,"21km E of Little Lake, CA",0.15,0.204,12,ci
2022-06-14T20:44:31.408Z,61.2782,-151.9062,108.8,1.5,ml,ak,ak0227l7uflg,"46 km WNW of Beluga, Alaska",,,,ak
2022-06-14T20:39:31.530Z,43.28833333,-124.5766667,35.62,2.07,ml,uw,uw61851611,"22 km WSW of Barview, Oregon",1.14,0.189077861,5,uw
2022-06-14T20:35:33.340Z,39.4118333,-110.2861667,-1.94,2.08,ml,uu,uu60501872,"17 km SSE of Sunnyside, Utah",0.82,0.099,4,uu
2022-06-14T20:10:56.520Z,38.8225,-122.8078333,2.72,1.13,md,nc,nc73745361,"7km NW of The Geysers, CA",0.14,0.221,7,nc
2022-06-14T19:57:40.880Z,35.7083333,-117.5651667,6.28,1.15,ml,ci,ci40040135,"14km NE of Ridgecrest, CA",0.19,0.182,11,ci
2022-06-14T19:50:15.050Z,38.7893333,-122.7340012,1.61,1.06,md,nc,nc73745356,"2km NE of The Geysers, CA",0.29,0.14,4,nc
2022-06-14T19:43:33.450Z,46.2595,-122.3136667,2.65,1.2,ml,uw,uw61851581,"32 km SSE of Mossyrock, Washington",6.54,0.173253182,2,uw
2022-06-14T19:27:50.968Z,62.7024,-149.5598,67.3,1.1,ml,ak,ak0227l75e8o,"39 km NE of Chase, Alaska",,,,ak
2022-06-14T19:20:29.129Z,36.234,-95.82916667,0,1.19,ml,ok,ok2022lpcu,"4 km SSE of Owasso, Oklahoma",,0.27,7,ok
2022-06-14T19:17:13.896Z,62.9508,-151.1751,110.6,1.7,ml,ak,ak0227l736nd,"54 km NNW of Petersville, Alaska",,,,ak
2022-06-14T18:55:44.620Z,33.3668333,-116.888,5.71,1.84,ml,ci,ci40040119,"3km WNW of Palomar Observatory, CA",0.16,0.153,49,ci
2022-06-14T18:55:17.416Z,61.7427,-146.5761,14,1.8,ml,ak,ak0227l6pw3h,"29 km SSE of Nelchina, Alaska",,,,ak
2022-06-14T18:34:42.887Z,61.9485,-150.8163,63.6,1.7,ml,ak,ak0227l6lg0w,"30 km E of Skwentna, Alaska",,,,ak
2022-06-14T18:04:59.410Z,36.8911667,-121.6168333,-0.12,1.48,md,nc,nc73745341,"2km E of Aromas, CA",0.36,0.26,9,nc
2022-06-14T18:04:13.350Z,17.9475,-66.972,16.57,1.94,md,pr,pr71354088,"7 km WSW of Guánica, Puerto Rico",2.34,0.21273772,3,pr
